 MMS GWO ZME SELFS ARPT, MARKS, MS
 MMT         MC ENTIRE ANGB AWS COMEDS STN, EASTOVER, SC
 MMT         MC ENTIRE ANGS ILS RWY 32, EASTOVER, SC
 MMT AND     MC ENTIRE NDB, EASTOVER, SC
 MMT AND     MC ENTIRE VORTAC, EASTOVER, SC
 MMT MMT ZJX MC ENTIRE ANGB BASE OPS, EASTOVER, SC
 MMT MMT ZJX MC ENTIRE ANGS ARPT, EASTOVER, SC
 MMU         MORRISTOWN MUNI ILS RWY 23, MORRISTOWN, NJ
 MMU MIV ZNY MORRISTOWN MUNI ARPT, MORRISTOWN, NJ
 MMV         MC MINNVILLE AFSS, MC MINNVILLE, OR
 MMV         MC MINNVILLE MUNI ILS RWY 22, MC MINNVILLE, OR
 MMV MMV ZSE MC MINNVILLE MUNI ARPT, MC MINNVILLE, OR
 MMY DRI     MANY NDB, MANY, LA
 MMY DRI     MANY RCO, MANY, LA
 MNA         MANCHESTER ILS/DME RWY 17, MANCHESTER, NH
 MNC SEA     MASON COUNTY NDB, SHELTON, WA
 MND JNU     MENDENHALL NDB, MENDENHALL, AK
 MNE DRI     MINDEN NDB, MINDEN, LA
 MNF COU     MOUNTAIN VIEW NDB, MOUNTAIN VIEW, MO
 MNF COU ZKC MOUNTAIN VIEW ARPT, MOUNTAIN VIEW, MO
 MNG         MONTANA ARNG HELIPORT ARPT, BILLINGS, MT
 MNH         MONUMENT HILL AWOS-3 ARPT, MONUMENT HILL, CO
 MNI AND     MANNING NDB, MANNING, SC
 MNI AND ZJX SANTEE COOPER REGIONAL ARPT, MANNING, SC
 MNK         ROCHESTER INTERNATIONAL ILS RWY 13, ROCHESTER, MN
 MNL JNU     MINERAL CREEK NDB, VALDEZ, AK
 MNM GRB     MENOMINEE RCO, MENOMINEE, MI
 MNM GRB     MENOMINEE VOR/DME, MENOMINEE, MI
 MNM GRB ZMP MENOMINEE-MARINETTE TWIN COUNTY ARPT, MENOMINEE, MI
 MNN         SAWRS, MARION, OH
 MNN CLE     MARION NDB, MARION, OH
 MNN CLE ZOB MARION MUNI ARPT, MARION, OH
 MNO SJT     MELLON RANCH NDB, REFUGIO, TX
 MNQ         MOFFETT FEDERAL AFLD LOCALIZER RWY 14L, MOUNTAIN VIEW, CA
 MNS         AMOS, MEDICINE LODGE, KS
 MNV BNA     MADISONVILLE NDB, MADISONVILLE, TN
 MNV BNA ZTL MONROE COUNTY ARPT, MADISONVILLE, TN
 MNZ FTW     HAMILTON NDB, HAMILTON, TX
 MNZ FTW ZFW HAMILTON MUNI ARPT, HAMILTON, TX
 MO1 COU ZKC RICHLAND MUNI ARPT, RICHLAND, MO
 MO2 COU ZKC FLYING BAR H RANCH ARPT, SPRINGFIELD, MO
 MO3 COU ZKC STOCKTON MUNI ARPT, STOCKTON, MO
 MO4         PIEDMONT MUNI ARPT, PIEDMONT, MO
 MO5 STL ZME BOLLINGER-CRASS MEMORIAL ARPT, VAN BUREN, MO
 MO6 STL ZKC WASHINGTON MEMORIAL ARPT, WASHINGTON, MO
 MO8 COU ZKC NORTH CENTRAL MISSOURI REGIONAL ARPT, BROOKFIELD, MO
 MOB         MOBILE REGIONAL ILS RWY 14, MOBILE, AL
 MOB         WSO/WSR, MOBILE, AL
 MOB ANB     MOBILE RCO, MOBILE, AL
 MOB ANB ZHU MOBILE REGIONAL ARPT, MOBILE, AL
 MOB CXO     MOBILE FLTWO, MOBILE, AL
 MOD         MODESTO CITY-CO-HARRY SHAM FLD ILS RWY 28R, MODESTO, CA
 MOD RIU     MODESTO RCO, MODESTO, CA
 MOD RIU     MODESTO VOR/DME, MODESTO, CA
 MOD RIU ZOA MODESTO CITY-CO-HARRY SHAM FLD ARPT, MODESTO, CA
 MOG RIU     MONTAGUE NDB, MONTAGUE, CA
 MOH         JOHN F KENNEDY INTL ILS RWY 31L, NEW YORK, NY
 MOL DCA     MONTEBELLO RCO, MONTEBELLO, VA
 MOL DCA     MONTEBELLO VOR/DME, MONTEBELLO, VA
 MON JBR     MONTICELLO RCO, MONTICELLO, AR
 MON JBR     MONTICELLO VOR/DME, MONTICELLO, AR
 MOP LAN     MOUNT PLEASANT RCO, MOUNT PLEASANT, MI
 MOP LAN     MOUNT PLEASANT VOR/DME, MOUNT PLEASANT, MI
 MOP LAN ZOB MOUNT PLEASANT MUNI ARPT, MOUNT PLEASANT, MI
 MOQ MCN     MC INTOSH NDB, FORT STEWART(MCINTOSH), GA
 MOR         MOORE-MURRELL SDF/DME RWY 05, MORRISTOWN, TN
 MOR BNA ZTL MOORE-MURRELL ARPT, MORRISTOWN, TN
 MOS FAI ZAN ELIM, AK
 MOS FAI ZAN MOSES POINT ARPT, ELIM, AK
 MOS OME     MOSES POINT VOR/DME, ELIM, AK
 MOS OME ZAN ELIM, AK
 MOS OME ZAN MOSES POINT ARPT, ELIM, AK
 MOT         MINOT INTL ILS/DME RWY 31, MINOT, ND
 MOT GFK     MINOT RCO, MINOT, ND
 MOT GFK     MINOT VORTAC, MINOT, ND
 MOT GFK ZMP MINOT INTL ARPT, MINOT, ND
 MOT PNM     MINOT FLTWO, MINOT, ND
 MOU ENA ZAN MOUNTAIN VILLAGE ARPT, MOUNTAIN VILLAGE, AK
 MOX PNM     MORRIS RCO, MORRIS, MN
 MOX PNM     MORRIS VOR/DME, MORRIS, MN
 MOX PNM ZMP MORRIS MUNI ARPT, MORRIS, MN
 MOY         SALT LAKE CITY INTL ILS/DME RWY 16L, SALT LAKE CITY, UT
 MPA BOI     MERIDIAN NDB, NAMPA, ID
 MPE GWO     PHILADELPHIA NDB, PHILADELPHIA, MS
 MPE GWO ZME PHILADELPHIA MUNI ARPT, PHILADELPHIA, MS
 MPJ JBR     MORRILTON NDB, MORRILTON, AR
 MPJ JBR ZME PETIT JEAN PARK ARPT, MORRILTON, AR
 MPN         MILNE POINT NDB, MILNE POINT, AK
 MPO IPT ZNY POCONO MOUNTAINS MUNI ARPT, MOUNT POCONO, PA
 MPR ICT     MC PHERSON NDB, MC PHERSON, KS
 MPR ICT     MC PHERSON RCO, MC PHERSON, KS
 MPR ICT ZKC MC PHERSON ARPT, MC PHERSON, KS
 MPV         EDWARD F KNAPP STATE ILS/DME RWY 17, BARRE/MONTPELIER, VT
 MPV BDR     MONTPELIER FLTWO, BARRE/MONTPELIER, VT
 MPV BTV     MONTPELIER RCO, BARRE/MONTPELIER, VT
 MPV BTV     MONTPELIER VOR/DME, BARRE/MONTPELIER, VT
 MPV BTV ZBW EDWARD F KNAPP STATE ARPT, BARRE/MONTPELIER, VT
 MPX         WSO/WSR, MINNEAPOLIS/CHANHASSEN, MN
 MPZ FOD     MOUNT PLEASANT NDB, MOUNT PLEASANT, IA
 MPZ FOD ZAU MOUNT PLEASANT MUNI ARPT, MOUNT PLEASANT, IA
 MQB         MACOMB MUNI LOCALIZER RWY 27, MACOMB, IL
 MQB IKK     MACOMB RCO, MACOMB, IL
 MQB IKK ZAU MACOMB MUNI ARPT, MACOMB, IL
 MQD ICT     MC DOWELL CREEK NDB, MANHATTAN, KS
 MQG BOI     NEZ PERCE VOR/DME, LEWISTON, ID
 MQI RDU     MANTEO NDB, MANTEO, NC
 MQI RDU ZDC DARE COUNTY REGIONAL ARPT, MANTEO, NC
 MQJ         MOUNT COMFORT ILS RWY 25, INDIANAPOLIS, IN
 MQJ HUF ZID MOUNT COMFORT ARPT, INDIANAPOLIS, IN
 MQK         YOUNGSTOWN-WARREN REGIONAL ILS RWY 14, YOUNGSTOWN/WARREN, OH
 MQM         REP, MONIDA, MT
 MQO OAK     MORRO BAY VORTAC, SAN LUIS OBISPO, CA
 MQP FTW     MILLSAP VORTAC, MINERAL WELLS, TX
 MQR         ARPT, MCGREGOR, MN
 MQS         CHESTER COUNTY G O CARLSON ILS RWY 29, COATESVILLE, PA
 MQT         WSO, MARQUETTE, MI
 MQT PNM     MARQUETTE FLTWO, MARQUETTE, MI
 MQU         RALEIGH COUNTY MEMORIAL ILS RWY 19, BECKLEY, WV
 MQV         MARCO ISLAND LOC/DME RWY 17, MARCO ISLAND, FL
 MQW MCN     MC RAE NDB, MC RAE, GA
 MQW MCN ZJX TELFAIR-WHEELER ARPT, MC RAE, GA
 MQY         SMYRNA ILS RWY 32, SMYRNA, TN
 MQY BNA ZME SMYRNA ARPT, SMYRNA, TN
 MQY MQY ZME SMYRNA BASE OPS, SMYRNA, TN
 MRB DCA     MARTINSBURG RCO, MARTINSBURG, WV
 MRB DCA     MARTINSBURG VORTAC, MARTINSBURG, WV
 MRB EKN     MARTINSBURG RCO, MARTINSBURG, WV
 MRB EKN ZDC EASTERN WV REGIONAL/SHEPHERD FLD ARPT, MARTINSBURG, WV
 MRC         MAURY COUNTY SDF RWY 24, COLUMBIA/MOUNT PLEASANT, TN
 MRC MKL ZME MAURY COUNTY ARPT, COLUMBIA/MOUNT PLEASANT, TN
 MRF ABQ     MARFA FLTWO, MARFA, TX
 MRF SJT     MARFA RCO, MARFA, TX
 MRF SJT     MARFA VOR/DME, MARFA, TX
 MRF SJT ZAB MARFA MUNI ARPT, MARFA, TX
 MRH RDU     MOREHEAD NDB, BEAUFORT, NC
 MRH RDU ZDC MICHAEL J. SMITH FIELD ARPT, BEAUFORT, NC
 MRI ENA ZAN MERRILL FIELD ARPT, ANCHORAGE, AK
 MRJ GRB     MINERAL POINT NDB, MINERAL POINT, WI
 MRJ GRB ZAU IOWA COUNTY ARPT, MINERAL POINT, WI
 MRK DRI     MOLLY RIDGE NDB, RAYVILLE, LA
 MRN         MORGANTON-LENOIR LOCALIZER RWY 03, MORGANTON, NC
 MRN RDU ZTL MORGANTON-LENOIR ARPT, MORGANTON, NC
 MRT DAY     MARYSVILLE NDB, MARYSVILLE, OH
 MRT DAY ZID UNION COUNTY ARPT, MARYSVILLE, OH
 MRX         WSO/WSR, KNOXVILLE/MORRISTOWN, TN
 MRY         MONTEREY PENINSULA ILS/DME RWY 10R, MONTEREY, CA
 MRY OAK ZOA MONTEREY PENINSULA ARPT, MONTEREY, CA
 MRZ         SYRACUSE HANCOCK INTL ILS/DME RWY 10, SYRACUSE, NY
 MSB ICT     MONARCH NDB, IOLA, KS
 MSC         FAA WMSC, SALT LAKE CITY, UT
 MSD DRI     MANSFIELD NDB, MANSFIELD, LA
 MSL         NORTHWEST ALABAMA RGNL ILS RWY 29, MUSCLE SHOALS, AL
 MSL ANB     MUSCLE SHOALS RCO, MUSCLE SHOALS, AL
 MSL ANB     MUSCLE SHOALS VORTAC, MUSCLE SHOALS, AL
 MSL ANB ZME NORTHWEST ALABAMA RGNL ARPT, MUSCLE SHOALS, AL
 MSL MKL     MUSCLE SHOALS FLTWO, MUSCLE SHOALS, AL
 MSN         DANE COUNTY REGIONAL-TRUAX FIELD ILS RWY 36, MADISON, WI
 MSN         WSO, MADISON, WI
 MSN GRB     MADISON RCO, MADISON, WI
 MSN GRB     MADISON VORTAC, MADISON, WI
 MSN GRB ZAU DANE COUNTY REGIONAL-TRUAX FIELD ARPT, MADISON, WI
 MSO         MISSOULA INTERNATIONAL ILS RWY 11, MISSOULA, MT
 MSO         WSO, MISSOULA, MT
 MSO GTF     MISSOULA VOR/DME, MISSOULA, MT
 MSO GTF ZLC MISSOULA INTERNATIONAL ARPT, MISSOULA, MT
 MSP         ST PAUL INTL/WOLD-CHAMBERLAIN/ ILS/DME RWY 30L, MINNEAPOLIS, MN
 MSP PNM     MINNEAPOLIS RCO, MINNEAPOLIS, MN
 MSP PNM     MINNEAPOLIS VOR/DME, MINNEAPOLIS, MN
 MSP PNM ZMP MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN/ ARPT, MINNEAPOLIS, MN
 MSR         RFC, MINNEAPOLIS/CHANHASSEN, MN
 MSS         MASSENA INTL-RICHARDS FIELD ILS RWY 05, MASSENA, NY
 MSS BTV     MASSENA RCO, MASSENA, NY
 MSS BTV     MASSENA VORTAC, MASSENA, NY
 MSS BTV ZBW MASSENA INTL-RICHARDS FIELD ARPT, MASSENA, NY
 MSV         SULLIVAN COUNTY INTL ILS RWY 15, MONTICELLO, NY
 MSV ISP ZNY SULLIVAN COUNTY INTL ARPT, MONTICELLO, NY
 MSX         WSR, MISSOULA, MT
 MSY         LOUIS ARMSTRONG NEW ORLEANS INTL ILS/DME RWY 10, NEW ORLEANS, LA
 MSY DRI ZHU LOUIS ARMSTRONG NEW ORLEANS INTL ARPT, NEW ORLEANS, LA
 MTB         MONTEREY PENINSULA LOC/DME RWY 28L, MONTEREY, CA
 MTC         SELFRIDGE ANGB ILS RWY 19, MOUNT CLEMENS, MI
 MTC         SELFRIDGE AWS COMEDS STN, MOUNT CLEMENS, MI
 MTC LAN     SELFRIDGE TACAN, MOUNT CLEMENS, MI
 MTC LAN ZOB SELFRIDGE ANGB ARPT, MOUNT CLEMENS, MI
 MTC MTC ZOB SELFRIDGE ANGB BASE OPS, MOUNT CLEMENS, MI
 MTD         MYERS FIELD ARPT, CANBY, MN
 MTF FAI ZAN METRO FLD ARPT, FAIRBANKS, AK
 MTH MIA     MARATHON NDB, MARATHON, FL
 MTH MIA     MARATHON RCO, MARATHON, FL
 MTH MIA ZMA THE FLORIDA KEYS MARATHON ARPT, MARATHON, FL
 MTJ         MONTROSE REGIONAL LOC/GS RWY 17, MONTROSE, CO
 MTJ DEN     MONTROSE RCO, MONTROSE, CO
 MTJ DEN     MONTROSE VOR/DME, MONTROSE, CO
 MTJ DEN ZDV MONTROSE REGIONAL ARPT, MONTROSE, CO
 MTM KTN ZAN METLAKATLA SPB, METLAKATLA, AK
 MTN         GLENN L. MARTIN AWS COMEDS STN, BALTIMORE, MD
 MTN         MARTIN STATE ILS/DME RWY 33, BALTIMORE, MD
 MTN DCA     MARTIN NDB, BALTIMORE, MD
 MTN DCA     MARTIN TACAN, BALTIMORE, MD
 MTN DCA ZDC MARTIN STATE ARPT, BALTIMORE, MD
 MTO         COLES COUNTY MEMORIAL ILS RWY 29, MATTOON/CHARLESTON, IL
 MTO STL     MATTOON RCO, MATTOON/CHARLESTON, IL
 MTO STL     MATTOON VOR/DME, MATTOON/CHARLESTON, IL
 MTO STL ZAU COLES COUNTY MEMORIAL ARPT, MATTOON/CHARLESTON, IL
 MTP ISP ZBW MONTAUK ARPT, MONTAUK, NY
 MTQ GWO     METCALF NDB, GREENVILLE, MS
 MTR         WSO, SAN FRANCISCO/MONTEREY, CA
 MTU CDC     MYTON RCO, MYTON, UT
 MTU CDC     MYTON VORTAC, MYTON, UT
 MTV DCA ZTL BLUE RIDGE ARPT, MARTINSVILLE, VA
 MTW         MANITOWOC COUNTY ILS RWY 17, MANITOWOC, WI
 MTW GRB     MANITOWOC RCO, MANITOWOC, WI
 MTW GRB     MANITOWOC VOR/DME, MANITOWOC, WI
 MTW GRB ZMP MANITOWOC COUNTY ARPT, MANITOWOC, WI
 MTX         WSR, SALT LAKE CITY, UT
 MTZ         MOTON NDB, TUSKEGEE, AL
 MUE HNL     KAMUELA RCO, KAMUELA, HI
 MUE HNL     KAMUELA VOR/DME, KAMUELA, HI
 MUE HNL ZHN WAIMEA-KOHALA ARPT, KAMUELA, HI
 MUI IPT ZNY MUIR AAF ARPT, FT INDIANTOWN GAP(ANNVILLE), PA
 MUI MUI ZNY MUIR AAF BASE OPS, FORT INDIANTOWN GAP(ANNVILLE), PA
 MUK         HOLLOMAN AFB LOC/GS RWY 16, ALAMOGORDO, NM
 MUL MCN ZJX SPENCE ARPT, MOULTRIE, GA
 MUO         MOUNTAIN HOME AFB ILS RWY 12, MOUNTAIN HOME, ID
 MUO         MOUNTAIN HOME AWS COMEDS STN, MOUNTAIN HOME, ID
 MUO BOI     MOUNTAIN HOME TACAN, MOUNTAIN HOME, ID
 MUO BOI ZLC MOUNTAIN HOME AFB, MOUNTAIN HOME, ID
 MUO MUO ZLC MOUNTAIN HOME AFB BASE OPS, MOUNTAIN HOME, ID
 MUT FOD ZAU MUSCATINE MUNI ARPT, MUSCATINE, IA
 MUV         MUSTIN ALF ARPT, PHILADELPHIA, PA
 MUX         WSR, SAN FRANCISCO, CA
 MUY         SAWRS, TOOLIK, AK
 MVA RNO     MINA RCO, MINA, NV
 MVA RNO     MINA VORTAC, MINA, NV
 MVC ANB     MONROEVILLE RCO, MONROEVILLE, AL
 MVC ANB     MONROEVILLE VORTAC, MONROEVILLE, AL
 MVC ANB ZTL MONROE COUNTY ARPT, MONROEVILLE, AL
 MVE PNM     MONTEVIDEO RCO, MONTEVIDEO, MN
 MVE PNM     MONTEVIDEO VOR/DME, MONTEVIDEO, MN
 MVE PNM ZMP MONTEVIDEO-CHIPPEWA COUNTY ARPT, MONTEVIDEO, MN
 MVI DEN ZDV MONTE VISTA MUNI ARPT, MONTE VISTA, CO
 MVL BTV ZBW MORRISVILLE-STOWE STATE ARPT, MORRISVILLE, VT
 MVM BGR     MACHIAS NDB, MACHIAS, ME
 MVM BGR ZBW MACHIAS VALLEY ARPT, MACHIAS, ME
 MVN         MOUNT VERNON ILS RWY 23, MOUNT VERNON, IL
 MVN STL ZKC MOUNT VERNON ARPT, MOUNT VERNON, IL
 MVP         WICHITA MID-CONTINENT ILS/DME RWY 19L, WICHITA, KS
 MVQ JBR     MALVERN NDB, MALVERN, AR
 MVR         MOREY ARPT, MADISON, WI
 MVX         WSR, MAYVILLE/FARGO, ND
 MVY         MARTHAS VINEYARD ILS/DME RWY 24, VINEYARD HAVEN, MA
 MVY BDR     MARTHAS VINEYARD RCO, VINEYARD HAVEN, MA
 MVY BDR     MARTHAS VINEYARD VOR/DME, VINEYARD HAVEN, MA
 MVY BDR ZBW MARTHAS VINEYARD ARPT, VINEYARD HAVEN, MA
 MWA         WILLIAMSON COUNTY REGIONAL ILS RWY 20, MARION, IL
 MWA STL     MARION RCO, MARION, IL
 MWA STL     MARION VOR/DME, MARION, IL
 MWA STL ZKC WILLIAMSON COUNTY REGIONAL ARPT, MARION, IL
 MWC         LAWRENCE J TIMMERMAN LOCALIZER RWY 15L, MILWAUKEE, WI
 MWC GRB ZAU LAWRENCE J TIMMERMAN ARPT, MILWAUKEE, WI
 MWD         GREATER ROCHESTER INTERNATIONAL ILS RWY 22, ROCHESTER, NY
 MWH         GRANT CO INTL ILS RWY 32R, MOSES LAKE, WA
 MWH         GRANT CO INTL MLS RWY 32R, MOSES LAKE, WA
 MWH SEA     MOSES LAKE RCO, MOSES LAKE, WA
 MWH SEA     MOSES LAKE VOR/DME, MOSES LAKE, WA
 MWH SEA ZSE GRANT CO INTL ARPT, MOSES LAKE, WA
 MWI         USDANCC, KANSAS CITY, MO
 MWK RDU ZTL MOUNT AIRY/SURRY COUNTY ARPT, MOUNT AIRY, NC
 MWL FTW     MINERAL WELLS NDB, MINERAL WELLS, TX
 MWL FTW     MINERAL WELLS RCO, MINERAL WELLS, TX
 MWL FTW ZFW MINERAL WELLS ARPT, MINERAL WELLS, TX
 MWM PNM     WINDOM NDB, WINDOM, MN
 MWM PNM ZMP WINDOM MUNI ARPT, WINDOM, MN
 MWN         SWO/AWRS, MOUNT WASHINGTON, NH
 MWO         HOOK FIELD MUNI LOCALIZER RWY 23, MIDDLETOWN, OH
 MWO DAY ZID HOOK FIELD MUNI ARPT, MIDDLETOWN, OH
 MWP         SHREVEPORT REGIONAL LOC/DME RWY 05, SHREVEPORT, LA
 MWS         NWS SAWRS, MOUNT WILSON, CA
 MWW         MC MORAN NDB, GULF OF MEXICO, OG
 MXA JBR     MANILA NDB, MANILA, AR
 MXA JBR ZME MANILA MUNI ARPT, MANILA, AR
 MXE IPT     MODENA RCO, MODENA, PA
 MXE IPT     MODENA VORTAC, MODENA, PA
 MXF         MAXWELL AFB ILS RWY 15, MONTGOMERY, AL
 MXF         MAXWELL AWS COMEDS STN, MONTGOMERY, AL
 MXF ANB     MAXWELL TACAN, MONTGOMERY, AL
 MXF ANB ZTL MAXWELL AFB, MONTGOMERY, AL
 MXF ANB ZTL MONTGOMERY, AL
 MXF MXF ZTL MAXWELL AFB BASE OPS, MONTGOMERY, AL
 MXF MXF ZTL MAXWELL AFB, MONTGOMERY, AL
 MXF MXF ZTL MONTGOMERY, AL
 MXJ         WHITEMAN AFB LOC/GS RWY 19, KNOB NOSTER, MO
 MXK         ANDREWS AFB ILS RWY 19R, CAMP SPRINGS, MD
 MXO FOD     MONTICELLO NDB, MONTICELLO, IA
 MXO FOD ZAU MONTICELLO REGIONAL ARPT, MONTICELLO, IA
 MXQ DAY     MIDWEST VOR/DME, WILMINGTON, OH
 MXR ABQ     MAXWELL NDB, RATON, NM
 MXT         CHICAGO MIDWAY INTL ILS/DME RWY 31C, CHICAGO, IL
 MXW RIU     MAXWELL RCO, MAXWELL, CA
 MXW RIU     MAXWELL VORTAC, MAXWELL, CA
 MXX         WSR, CARRVILLE, AL
 MYA         FRANKLIN NDB, FRANKLIN, NC
 MYF         MONTGOMERY FIELD ILS/DME RWY 28R, SAN DIEGO, CA
 MYF SAN ZLA MONTGOMERY FIELD ARPT, SAN DIEGO, CA
 MYJ STL ZKC MEXICO MEMORIAL ARPT, MEXICO, MO
 MYK ENA ZAN MAY CREEK ARPT, MAY CREEK, AK
 MYL         RAMOS, MC CALL, ID
 MYL BOI ZLC MC CALL MUNICIPAL ARPT, MC CALL, ID
 MYO         MEMPHIS INTL ILS/DME RWY 36R, MEMPHIS, TN
 MYP         MONARCH PASS AWOS-3 ARPT, MONARCH PASS, CO
 MYQ         BRADLEY INTL ILS/DME RWY 24, WINDSOR LOCKS, CT
 MYR         MYRTLE BEACH AWS COMEDS STN, MYRTLE BEACH, SC
 MYR         MYRTLE BEACH INTL ILS RWY 18, MYRTLE BEACH, SC
 MYR AND ZJX MYRTLE BEACH INTL ARPT, MYRTLE BEACH, SC
 MYS LOU     MYSTIC VOR, MYSTIC, KY
 MYU ENA ZAN MEKORYUK ARPT, MEKORYUK, AK
 MYV         YUBA COUNTY ILS RWY 14, MARYSVILLE, CA
 MYV RIU     MARYSVILLE RCO, MARYSVILLE, CA
 MYV RIU     MARYSVILLE VOR/DME, MARYSVILLE, CA
 MYV RIU ZOA YUBA COUNTY ARPT, MARYSVILLE, CA
 MYY         PHILADELPHIA INTL ILS RWY 17, PHILADELPHIA, PA
 MYZ COU     MARYSVILLE FLTWO, MARYSVILLE, KS
 MYZ ICT     MARYSVILLE NDB, MARYSVILLE, KS
 MYZ ICT ZKC MARYSVILLE MUNI ARPT, MARYSVILLE, KS
 MZB SAN     MISSION BAY VORTAC, SAN DIEGO, CA
 MZH PNM     MOOSE LAKE NDB, MOOSE LAKE, MN
 MZH PNM ZMP MOOSE LAKE CARLTON COUNTY ARPT, MOOSE LAKE, MN
 MZJ PRC ZAB PINAL AIRPARK ARPT, MARANA, AZ
 MZR         MONROE REGIONAL ILS RWY 22, MONROE, LA
 MZV IKK     MOLINE RCO, MOLINE, IL
 MZV IKK     MOLINE VORTAC, MOLINE, IL
 MZX         AUGUSTA RGNL AT BUSH FIELD ILS RWY 17, AUGUSTA, GA
 MZZ         MARION MUNI ILS RWY 04, MARION, IN
 MZZ HUF     MARION VOR/DME, MARION, IN
 MZZ HUF ZAU MARION MUNI ARPT, MARION, IN
 N00 BTV ZBW MABEN ARPT, LEXINGTON/PRATTSVILLE, NY
 N01 BUF ZOB PLANE HAVEN ARPT, CENTERVILLE, NY
 N02 IPT ZNY KEYSTONE HELIPORT, EXTON, PA
 N03 BUF ZBW CORTLAND COUNTY-CHASE FIELD ARPT, CORTLAND, NY
 N04 BDR ZNY GRISWOLD ARPT, MADISON, CT
 N05 MIV ZNY HACKETTSTOWN ARPT, HACKETTSTOWN, NJ
 N06 MIV ZDC LAUREL ARPT, LAUREL, DE
 N07 MIV ZNY LINCOLN PARK ARPT, LINCOLN PARK, NJ
 N08 RDU ZDC FLANAGAN FIELD ARPT, FARMVILLE, NC
 N09 BDR ZBW NORTHFIELD HELIPORT, THOMASTON, CT
 N10 IPT ZNY PERKIOMEN VALLEY ARPT, COLLEGEVILLE, PA
 N11         CGS/WOS, NEW HAVEN, CT
 N12 MIV ZNY LAKEWOOD ARPT, LAKEWOOD, NJ
 N13 IPT ZNY BLOOMSBURG MUNI ARPT, BLOOMSBURG, PA
 N14 MIV ZNY FLYING W ARPT, LUMBERTON, NJ
 N15 RNO ZLC KINGSTON ARPT, KINGSTON, NV
 N16 AOO ZNY CENTRE AIRPARK ARPT, CENTRE HALL, PA
 N18 HNL ZHN TINAK ARPT, ARNO ATOLL, MH
 N19 ABQ ZDV AZTEC MUNI ARPT, AZTEC, NM
 N20 HNL ZHN INE ARPT, ARNO ATOLL, MH
 N21 RDU ZDC HOLLY RIDGE/TOPSAIL ISLAND ARPT, HOLLY RIDGE, NC
 N22 RDU ZDC SKY MANOR ARPT, JACKSONVILLE, NC
 N23 BUF ZBW SIDNEY MUNI ARPT, SIDNEY, NY
 N24 ABQ ZDV QUESTA MUNI NR 2 ARPT, QUESTA, NM
 N27 IPT ZNY BRADFORD COUNTY ARPT, TOWANDA, PA
 N28         AMBROSE CGLS/WOS, FORT TILDEN, NY
 N29 ABQ ZAB MAGDALENA ARPT, MAGDALENA, NM
 N30 IPT ZNY CHERRY RIDGE ARPT, HONESDALE, PA
 N31 IPT ZNY KUTZTOWN ARPT, KUTZTOWN, PA
 N32 IPT ZNY BLUE SWAN ARPT, SAYRE, PA
 N33 MIV ZNY PICATINNY AHP, DOVER, NJ
 N35 AOO ZOB PUNXSUTAWNEY MUNI ARPT, PUNXSUTAWNEY, PA
 N36 HNL ZHN WOTJE ARPT, WOTJE ATOLL, MH
 N37 ISP ZNY MONTICELLO ARPT, MONTICELLO, NY
 N38 IPT ZNY GRAND CANYON ARPT, WELLSBORO, PA
 N39 RDU ZTL MEYERS HELIPORT, CANDLER, NC
 N40 MIV ZNY SKY MANOR ARPT, PITTSTOWN, NJ
 N41 BDR ZBW WATERBURY ARPT, WATERBURY, CT
 N42 IPT ZNY SHIPPENSBURG ARPT, SHIPPENSBURG, PA
 N43 IPT ZNY BRADEN AIRPARK ARPT, EASTON, PA
 N45 ISP ZNY KOBELT ARPT, WALLKILL, NY
 N46 RDU ZTL U S HELIPORT, WINGATE, NC
 N47 IPT ZNY POTTSTOWN MUNI ARPT, POTTSTOWN, PA
 N48 IPT ZNY HORSHAM VALLEY AIRWAYS INC HELIPORT, HORSHAM, PA
 N50 MIV ZDC LI CALZI ARPT, BRIDGETON, NJ
 N51 MIV ZNY SOLBERG-HUNTERDON ARPT, READINGTON, NJ
 N52 RDU ZTL JAARS-TOWNSEND ARPT, WAXHAW, NC
 N53 IPT ZNY STROUDSBURG-POCONO ARPT, EAST STROUDSBURG, PA
 N55 HNL ZHN JALUIT ARPT, JABOR JALUIT ATOLL, MH
 N56 BUF ZOB GREAT VALLEY ARPT, GREAT VALLEY, NY
 N57 IPT ZNY NEW GARDEN ARPT, TOUGHKENAMON, PA
 N58 RNO ZOA TIGER FLD ARPT, FERNLEY, NV
 N59 RNO ZOA ROSASCHI AIR PARK ARPT, SMITH, NV
 N60         AMOS, GARRISON, ND
 N61 RDU ZTL HINSHAW (GREENACRES) ARPT, LIBERTY, NC
 N63 RDU ZTL MEADOW BROOK FIELD ARPT, WALNUT COVE, NC
 N65 BTV ZBW KNOX ARPT, QUAKER STREET, NY
 N66 BUF ZBW ONEONTA MUNI ARPT, ONEONTA, NY
 N68 IPT ZNY FRANKLIN COUNTY REGIONAL ARPT, CHAMBERSBURG, PA
 N69 ISP ZNY STORMVILLE ARPT, STORMVILLE, NY
 N70 IPT ZNY PENNRIDGE ARPT, PERKASIE, PA
 N71 IPT ZNY DONEGAL SPRINGS AIRPARK ARPT, MOUNT JOY/MARIETTA, PA
 N72 ISP ZNY WARWICK MUNI ARPT, WARWICK, NY
